symbol,score,oos_ic,train_ic,train_oos_gap,hit_rate_oos,hit_rate_train,n_signals,chosen_alpha,a,b,c,d,alpha_is_high
LGL,0.3271562215042012,0.32817971804335705,0.46304096869826217,0.13486125065490512,0.5217391304347826,0.6120331950207469,46,1000.0,150,60,40,10,True
LHG,0.45361389782843153,0.5118689099041951,0.5253181421548304,0.013449232250635323,0.4339622641509434,0.6967509025270758,53,1000.0,260,300,60,10,True
LIX,0.46089027849718184,0.42027121079991653,0.5668764133677935,0.14660520256787696,0.0847457627118644,0.6912,59,1000.0,120,270,45,40,True
LM8,0.3490587761421885,0.46003434934667226,0.5909587099714979,0.13092436062482565,0.8260869565217391,0.5876460767946577,23,432.87612810830615,100,40,45,20,False
LPB,0.4831702061844413,0.7052420972588264,0.5452264708751161,-0.16001562638371025,0.5416666666666666,0.7146496815286624,48,1000.0,70,150,15,30,True
LSS,0.3582520469776965,0.6817464065027563,0.4791894184786113,-0.202556988024145,0.32,0.6327272727272727,50,1000.0,140,270,35,40,True
MBB,0.4790915254662487,0.4875162264218555,0.537235497091584,0.04971927066972853,0.5517241379310345,0.7147239263803681,29,1000.0,60,40,30,35,True
MCH,0.3737994143603969,0.3033956917674328,0.47174853590099214,0.16835284413355933,0.8333333333333334,0.648,6,1000.0,280,250,25,15,True
MCM,0.34256361293515414,0.6052123921720446,0.4764912771274465,-0.1287211150445981,0.3620689655172414,0.6228287841191067,58,1000.0,20,150,25,20,True
MCP,0.39680823877105476,0.48592200761582216,0.5558751509693023,0.06995314335348013,0.4897959183673469,0.6394557823129252,49,1000.0,100,100,20,30,True
MDG,0.3785769230769231,0.49496710837038027,0.6042817888954257,0.10931468052504545,0.4857142857142857,0.6092307692307692,35,1000.0,110,100,60,10,True
MHC,0.3846759006919868,0.41103941551100415,0.545236202669424,0.13419678715841982,0.2222222222222222,0.6325678496868476,54,1000.0,100,230,40,30,True
MIG,0.38608996531326817,0.5485899229897123,0.528556250194804,-0.020033672794908308,0.2542372881355932,0.6408094435075885,59,1000.0,30,180,45,30,True
MSB,0.40733727294797833,0.3699656195951343,0.5720095911484768,0.20204397155334253,0.5166666666666667,0.6441893830703013,60,1000.0,220,120,60,35,True
MSH,0.3992446390010583,0.28104014967068935,0.5070617693540127,0.22602161968332335,0.25925925925925924,0.6581875993640699,54,1000.0,50,100,50,40,True
MSN,0.45440306886995896,0.6652762591292987,0.47534412840811996,-0.1899321307211787,0.46153846153846156,0.7146401985111662,26,1000.0,30,260,45,35,True
MWG,0.5407265231058477,0.34990654177128533,0.5887054055089802,0.23879886373769488,1.0,0.7481203007518797,9,1000.0,230,130,40,15,True
NAB,0.3748675747884006,0.6761652286048744,0.4786018290346092,-0.1975633995702652,0.3050847457627119,0.64822695035461,59,1000.0,260,210,40,30,True
NAF,0.4942952594092824,0.41926790453783536,0.5860357675708248,0.1667678630329894,0.2542372881355932,0.7103174603174603,59,1000.0,80,30,25,20,True
NAV,0.4762858714214083,0.4169236037932815,0.6106092403140976,0.19368563652081605,0.5652173913043478,0.6915887850467289,23,432.87612810830615,160,50,15,40,False
NBB,0.41502906364314307,0.7393760721184588,0.4926788682581846,-0.24669720386027422,0.8,0.6753812636165577,20,1000.0,270,190,40,20,True
NCT,0.4576877883397882,0.8396477897336249,0.5405085260241166,-0.2991392637095083,0.4444444444444444,0.6987577639751553,54,1000.0,190,30,15,25,True
NHA,0.4155864515028023,0.5273285519044042,0.5327161287570059,0.0053875768526017165,0.15789473684210525,0.6625,19,1000.0,130,90,20,20,True
NHH,0.39011692217861255,0.5049094821050957,0.5315952434216924,0.026685761316596723,0.3541666666666667,0.6417910447761194,48,1000.0,40,200,50,30,True
NHT,0.3314924098300918,0.6382154734873188,0.49688973047851065,-0.14132574300880812,0.8888888888888888,0.6066350710900474,9,1000.0,290,70,50,10,True
NKG,0.48264047770947366,0.3869358781408721,0.5519064938128546,0.1649706156719825,0.7142857142857143,0.7119815668202765,7,1000.0,260,80,20,10,True
NLG,0.43313421021766735,0.3046279644861011,0.5183189351551521,0.21369097066905107,0.34782608695652173,0.6819221967963387,23,1000.0,230,160,50,30,True
NNC,0.4176862150173756,0.4504147717050387,0.5302102724667477,0.07979550076170899,0.34615384615384615,0.6652173913043479,52,1000.0,60,220,35,35,True
NSC,0.37525736393854814,0.4335983004775106,0.4965173029912764,0.06291900251376581,0.35294117647058826,0.6447638603696099,34,1000.0,70,260,60,35,True
NT2,0.451814186192089,0.3887385521472423,0.5482708310233929,0.15953227887615062,0.3617021276595745,0.6886446886446886,47,1000.0,40,80,55,30,True
NTC,0.2775827184179884,0.6205924933425068,0.3555990274673898,-0.26499346587511696,0.0,0.6082089552238806,8,1000.0,300,220,20,15,True
NTL,0.4765428802572565,0.5359952596231581,0.5438943293560123,0.007899069732854258,0.029411764705882353,0.7095709570957096,34,1000.0,50,180,45,20,True
NVL,0.41381389676718155,0.4450676106237694,0.5228269954390804,0.07775938481531097,0.6296296296296297,0.6643192488262911,27,1000.0,30,210,45,30,True
NVT,0.4022362577753927,0.3926580696717529,0.5227150839003651,0.13005701422861227,0.7142857142857143,0.6547085201793722,7,1000.0,300,300,60,40,True
OCB,0.37316119543327597,0.3064995931653944,0.5189326161669692,0.2124330230015748,0.5283018867924528,0.6331658291457286,53,1000.0,80,100,25,20,True
OGC,0.48621700812531266,0.32272987765522304,0.568996993156732,0.24626711550150898,0.29411764705882354,0.7092651757188498,34,1000.0,200,60,15,25,True
OPC,0.35871562200185525,0.4331632520779334,0.5374708634376737,0.10430761135974032,0.6666666666666666,0.6171328671328671,24,1000.0,100,30,25,15,True
ORS,0.46277945955326544,0.3003043642673241,0.5145427349046691,0.21423837063734497,0.8333333333333334,0.7078853046594982,6,1000.0,300,70,25,20,True
PAC,0.27361521185015475,0.42347569873326757,0.42502828936564646,0.0015525906323788918,0.2,0.5800865800865801,15,1000.0,160,230,20,15,True
PAN,0.5076017464419602,0.4690723063538772,0.5286937619101143,0.0596214555562371,0.22807017543859648,0.7406807131280388,57,1000.0,40,160,60,30,True
PC1,0.44746704667467824,0.4771894962133661,0.5309520994453162,0.05376260323195009,0.5161290322580645,0.6896551724137931,31,1000.0,120,170,55,30,True
PDN,0.38589563694412005,0.5600872734656547,0.545127023394783,-0.01496025007087165,0.20689655172413793,0.6336206896551724,58,432.87612810830615,190,300,20,15,False
PDR,0.4032969616375545,0.5263670213018615,0.5435464581479401,0.01717943684607859,0.5384615384615384,0.6486486486486487,13,432.87612810830615,280,150,20,35,False
PDV,0.23512231548664259,0.12536816535524473,0.3451742527070944,0.21980608735184967,0.03571428571428571,0.5773195876288659,28,1000.0,70,170,50,5,True
PET,0.45793006853962454,0.48758744582742575,0.5590648620707108,0.07147741624328507,0.65,0.6890034364261168,20,187.3817422860385,190,200,15,20,False
PGC,0.3106170402196567,0.2091733606171033,0.4237346860310355,0.2145613254139322,0.7272727272727273,0.6153846153846154,11,1000.0,250,60,45,35,True
PGD,0.36980018967651856,0.22859920026887345,0.47346722655894363,0.24486802629007018,0.3469387755102041,0.6458797327394209,49,1000.0,220,230,45,10,True
PGI,0.29646066247027814,0.372348062990377,0.5120743336600695,0.1397262706696925,0.4864864864864865,0.5736263736263736,37,1000.0,290,120,45,15,True
PGV,0.45259511100486904,0.3499033088562037,0.5697842774147736,0.21988096855856987,0.9,0.6815144766146993,10,1000.0,20,50,50,35,True
PHC,0.3538086768623869,0.346284838496446,0.4216927447875462,0.07540790629110022,0.1111111111111111,0.6480263157894737,27,1000.0,240,220,50,5,True
PHR,0.5047472798934286,0.3716293941864293,0.5641708313125188,0.19254143712608945,0.4074074074074074,0.7263157894736842,54,1000.0,60,130,25,40,True
PIT,0.3484332157111888,0.3026829864882547,0.4917269786719114,0.1890439921836567,0.6190476190476191,0.6202020202020202,21,1000.0,220,230,30,30,True
PJT,0.45491790208958444,0.4508392183236236,0.6145100971976948,0.16367087887407117,0.6216216216216216,0.6736242884250474,37,432.87612810830615,80,20,40,25,False
PLP,0.37249750237754997,0.2400532534650703,0.4864794361348057,0.2464261826697354,0.5,0.6420047732696897,10,1000.0,20,230,30,35,True
PLX,0.40018152210213004,0.5275234977646276,0.5177569361851163,-0.00976656157951128,0.32727272727272727,0.6546489563567363,55,1000.0,150,280,15,15,True
PMG,0.3902841391478978,0.6122041286390699,0.5632510203209374,-0.04895310831813249,0.7142857142857143,0.631236442516269,7,1000.0,70,70,50,5,True
PNC,0.3363491347499075,0.5701199590818252,0.537256368032039,-0.0328635910497862,0.18181818181818182,0.5949554896142433,44,1000.0,60,300,20,5,True
PNJ,0.42687882365701735,0.5080289117422836,0.5533705348031097,0.04534162306082612,0.5833333333333334,0.6666666666666666,24,1000.0,280,110,30,25,True
POW,0.37114945688603,0.36601310788003083,0.5035890243052343,0.1375759164252035,0.3793103448275862,0.636518771331058,58,1000.0,300,110,40,20,True
PPC,0.3600566773967558,0.2831449372702443,0.49245112579161926,0.20930618852137495,0.21739130434782608,0.631578947368421,46,1000.0,200,160,50,40,True
PTB,0.4528931638603741,0.6586748829243203,0.5633885725376948,-0.0952863103866255,0.26785714285714285,0.68389662027833,56,1000.0,30,60,55,40,True
PTC,0.35103072106347327,0.2257616511570832,0.47393471632774803,0.24817306517066484,0.3333333333333333,0.6282973621103117,6,1000.0,260,50,20,30,True
PTL,0.3189026614402274,0.2860651206212702,0.5269971693735774,0.24093204875230723,0.5,0.6307339449541285,0,1000.0,150,240,30,35,True
PVD,0.5023997536374452,0.4958587201826202,0.5879205250332102,0.09206180485059001,0.7586206896551724,0.7164429530201343,29,1000.0,90,60,60,35,True
PVP,0.34104757146863574,0.5646863117157087,0.4577922846168271,-0.10689402709888163,0.5106382978723404,0.6265560165975104,47,1000.0,30,60,55,35,True
PVT,0.3673787863644998,0.31862508383091037,0.4370888598659076,0.11846377603499725,0.5625,0.6547231270358306,32,1000.0,260,300,35,25,True
QCG,0.37954577199269796,0.37361024531719567,0.5210235208908358,0.14741327557364015,0.35714285714285715,0.6363636363636364,42,1000.0,110,20,15,35,True
RAL,0.4308082819734115,0.5462098606219874,0.5490609936797087,0.0028511330577213334,0.3235294117647059,0.670995670995671,34,1000.0,40,150,55,10,True
REE,0.4753336528643472,0.5294339262010958,0.5731718285151884,0.04373790231409269,0.3076923076923077,0.7007168458781362,26,1000.0,40,190,60,10,True
S4A,0.47879578325745203,0.41125924378605944,0.6453465127044467,0.23408726891838721,0.4594594594594595,0.6949740034662045,37,187.3817422860385,130,180,40,35,False
SAB,0.39392984377070794,0.4038480517295156,0.5730146062849504,0.16916655455543478,0.5714285714285714,0.6331877729257642,42,432.87612810830615,190,20,60,40,False
SAM,0.401328367839277,0.6024746649536327,0.5144216658668492,-0.08805299908678343,0.3333333333333333,0.6567164179104478,60,1000.0,130,50,60,15,True
SAV,0.32183312541781356,0.48632322505825776,0.48853864588250107,0.0022154208242433082,0.35,0.5992292870905588,60,1000.0,80,300,20,25,True
SBA,0.3328876706263078,0.3610030135162154,0.5064511792638396,0.14544816574762426,0.016666666666666666,0.6058588548601864,60,1000.0,90,150,45,30,True
SBT,0.5118510054844606,0.39461700721896226,0.6255146731180278,0.23089766589906552,0.5,0.720292504570384,50,1000.0,140,150,50,30,True
SBV,0.456161108991357,0.5278190610047667,0.6016278814478754,0.07380882044310866,0.6842105263157895,0.6768802228412256,19,432.87612810830615,90,200,25,20,False
SC5,0.3736524067751361,0.4580393812556995,0.5223519072846807,0.06431252602898124,0.7037037037037037,0.6313799621928167,27,1000.0,290,50,25,5,True
SCR,0.5358874251532164,0.4377352113506374,0.5853916398061181,0.14765642845548066,0.3333333333333333,0.7451923076923077,6,1000.0,170,90,45,25,True
SCS,0.49763519249728294,0.7614305571601356,0.5767554409985248,-0.1846751161616108,0.4666666666666667,0.7182448036951501,15,1000.0,50,270,15,40,True
SFC,0.3953704316402717,0.4679901907035172,0.5867659985459253,0.11877580784240804,1.0,0.6279863481228669,7,1000.0,140,70,60,30,True
SFG,0.3512927599837798,0.32558845794086977,0.5433862001385311,0.21779774219766135,0.4117647058823529,0.6054852320675106,34,432.87612810830615,30,30,50,15,False
SFI,0.33748651309500105,0.5528182547547066,0.48940104116617983,-0.06341721358852676,0.40625,0.6147110332749562,32,1000.0,100,240,20,10,True
SGN,0.42321283776592583,0.5290847532432637,0.5589009022400008,0.029816148996737124,0.5,0.7244444444444444,0,1000.0,210,160,15,5,True
SGR,0.4221266446730169,0.3847503197209883,0.5155875907035213,0.13083727098253306,0.5714285714285714,0.6736596736596736,7,1000.0,20,160,15,20,True
SGT,0.3084834844752924,0.5134990001345119,0.5261928810777265,0.012693880943214664,0.041666666666666664,0.5759368836291914,24,1000.0,110,280,55,10,True
SHA,0.42678993631827744,0.48509182341058915,0.4757021966826503,-0.00938962672793886,0.47368421052631576,0.6934523809523809,38,1000.0,240,170,35,35,True
SHB,0.417094918474013,0.3323136649685145,0.5773853544374595,0.24507168946894503,0.2,0.6488673139158576,60,1000.0,160,50,55,40,True
SHI,0.2653350624852695,0.30017378361627395,0.4881769653985383,0.18800318178226433,0.26666666666666666,0.5557404326123128,45,1000.0,50,60,60,25,True
SHP,0.4643244349943427,0.3698908382150403,0.5724668712677389,0.20257603305269856,0.1951219512195122,0.6941031941031941,41,432.87612810830615,30,290,60,10,False
SIP,0.43183965185368284,0.5173378346127989,0.5282909900993233,0.010953155486524424,0.42857142857142855,0.6775193798449612,35,1000.0,150,70,60,20,True
SJD,0.3506499006674228,0.4473953678011233,0.48024870835832034,0.03285334055719702,0.19298245614035087,0.629695885509839,57,1000.0,80,30,35,40,True
SJS,0.29707951649948056,0.5292084102013148,0.4358693210500257,-0.09333908915128913,0.43333333333333335,0.5960264900662252,30,1000.0,120,230,50,25,True
SKG,0.5245919052011538,0.327467057757206,0.5306976774413873,0.20323061968418127,0.16666666666666666,0.7540106951871658,60,1000.0,140,180,50,25,True
SMA,0.367881694917178,0.30569800994386376,0.5443299178737071,0.23863190792984335,0.10909090909090909,0.6188747731397459,55,1000.0,110,200,45,35,True
SMB,0.38800639735929104,0.33688869659417175,0.536444776208642,0.1995560796144702,0.4642857142857143,0.6424242424242425,56,1000.0,140,230,60,5,True
SMC,0.37741237034421266,0.38709471912174565,0.4919315610692429,0.10483684194749726,0.42105263157894735,0.6442831215970962,19,1000.0,300,210,45,15,True
SPM,0.3186768678154791,0.042017514187991656,0.6378996678241399,0.5958821536361483,0.32142857142857145,0.6745283018867925,28,432.87612810830615,30,20,40,30,False
SRC,0.4344366315586931,0.506467271178232,0.5890444169601717,0.08257714578193975,0.2777777777777778,0.659432387312187,54,81.11308307896873,40,210,30,25,False
SRF,0.31793799380618637,0.354354444621699,0.4747623716858378,0.12040792706413878,0.18333333333333332,0.6019900497512438,60,1000.0,270,180,15,5,True
SSB,0.4363155620554889,0.741058436295034,0.5396410416416113,-0.20141739465342268,1.0,0.680089485458613,7,1000.0,20,70,55,30,True
SSC,0.5486952191235058,0.4646207428025686,0.6670436891957605,0.20242294639319192,0.25862068965517243,0.750996015936255,58,81.11308307896873,240,80,30,10,False
SSI,0.5328146853146852,0.3938184870599513,0.6176541098040749,0.22383562274412355,0.5,0.7377622377622378,40,1000.0,70,80,35,40,True
ST8,0.3771945467411481,0.2693121816076002,0.4554863668528702,0.18617418524527002,0.0,0.65625,9,1000.0,210,50,55,15,True
STB,0.4241316673460946,0.3113563881854364,0.5138915781044923,0.2025351899190559,0.6037735849056604,0.6766541822721598,53,1000.0,210,160,45,15,True
STG,0.3817395856064885,0.4170739998053672,0.5208262367434938,0.10375223693812663,0.4782608695652174,0.6382575757575758,23,1000.0,240,70,35,10,True
STK,0.4599576544275774,0.5111480455058586,0.5399676654807083,0.02881961997484972,0.1702127659574468,0.6970588235294117,47,1000.0,190,40,60,15,True
SVC,0.38642715620585855,0.42538460602393585,0.5521772255530095,0.12679261952907367,0.75,0.6317135549872123,12,1000.0,260,290,60,30,True
SVD,0.4233637488239075,0.40668743038682087,0.5551460977234856,0.14845866733666468,0.33962264150943394,0.661504424778761,53,1000.0,280,150,35,40,True
SVT,0.3887118629720864,0.44211186575799527,0.536213350296111,0.09410148453811568,0.34285714285714286,0.6415094339622641,35,1000.0,170,80,50,25,True
SZC,0.5074111638674577,0.4191212561703557,0.5567594291758311,0.13763817300547537,0.2558139534883721,0.731006160164271,43,1000.0,100,20,45,25,True
SZL,0.4205021909042501,0.4491336810293179,0.49888824163991535,0.049754560610597465,0.5277777777777778,0.6809728183118741,36,1000.0,190,180,60,25,True
TBC,0.4448859240754071,0.4097053946253498,0.6094777047080843,0.1997723100827345,0.5714285714285714,0.667741935483871,21,432.87612810830615,180,250,50,10,False
TCB,0.4625833329656605,0.369265536950833,0.5884399082812058,0.21917437133037287,0.5555555555555556,0.6836158192090396,36,1000.0,70,70,55,10,True
TCH,0.4201152651280724,0.5618296441687461,0.5222358372387856,-0.03959380692996051,0.2631578947368421,0.6697674418604651,57,1000.0,40,20,45,5,True
TCI,0.4779713800941841,0.6155859990953858,0.5656812126663995,-0.049904786428986325,0.07547169811320754,0.7034990791896869,53,1000.0,80,100,35,20,True
TCL,0.42725346443298284,0.4652625198116389,0.5265727498983881,0.061310230086749185,0.13333333333333333,0.6774774774774774,15,1000.0,90,30,20,35,True
TCM,0.4031799966159356,0.6092319825727311,0.5403001764622729,-0.06893180611045824,0.0,0.6509186351706037,9,1000.0,150,20,45,35,True
TCO,0.37803539941443726,0.4587727882942036,0.5600865545236515,0.10131376622944793,0.35294117647058826,0.6220839813374806,34,1000.0,230,50,60,15,True
TCR,0.4499931595059472,0.4645633014790826,0.507256789549851,0.04269348807076839,0.2692307692307692,0.6996587030716723,26,1000.0,290,80,55,35,True
TCT,0.36709938548185517,0.2853901377406468,0.5183913594996125,0.23300122175896565,0.045454545454545456,0.6273291925465838,44,1000.0,20,50,20,25,True
TDC,0.468673248429003,0.44989692033061707,0.5755400457160919,0.12564312538547479,0.41379310344827586,0.6924643584521385,29,1000.0,230,220,60,15,True
TDG,0.36415965209885176,0.34747511531406083,0.522896035584858,0.17542092027079714,0.5,0.6764705882352942,0,1000.0,150,300,30,5,True
TDH,0.31794890442502305,0.3972190238939464,0.4594555943958911,0.0622365705019447,0.23255813953488372,0.6055555555555555,43,1000.0,130,110,40,20,True
TDM,0.4213217464845944,0.4380360352874668,0.5486758029305218,0.11063976764305494,0.5897435897435898,0.665283540802213,39,1000.0,100,60,35,40,True
TDP,0.3169582566715285,0.2679319343716743,0.5103547656337574,0.24242283126208308,0.75,0.5896656534954408,16,1000.0,290,40,60,40,True
TDW,0.3768220602764113,0.40434765575230874,0.5809596405755209,0.1766119848232121,0.2777777777777778,0.6152597402597403,54,187.3817422860385,190,180,50,25,False
TEG,0.35979859935925534,0.36536542827402146,0.5385134886894006,0.17314806041537917,0.31666666666666665,0.6140776699029126,60,1000.0,50,300,60,5,True
THG,0.40232411072144264,0.3150882089382851,0.5466758216894227,0.23158761275113765,0.23684210526315788,0.6481178396072013,38,1000.0,150,190,35,40,True
TIP,0.3914625869448505,0.37716310594117275,0.5227889791359717,0.14562587319479892,0.17647058823529413,0.6471698113207547,51,1000.0,120,150,50,25,True
TIX,0.4294126486779493,0.5408970548899613,0.697460846921102,0.15656379203114068,0.16666666666666666,0.6518771331058021,60,187.3817422860385,110,20,60,25,False
TLD,0.37241129328161776,0.3071455376730928,0.3966584515760235,0.08951291390293065,0.2222222222222222,0.6725043782837128,18,1000.0,20,90,50,20,True
TLG,0.49643617021276604,0.4205040894066889,0.6111829714352218,0.19067888202853295,0.5588235294117647,0.7074468085106383,34,1000.0,50,110,35,15,True
TLH,0.4377535351006165,0.4285053911676838,0.5222695686100098,0.09376417744232601,0.3333333333333333,0.6844547563805105,6,1000.0,30,80,45,10,True
TMP,0.45886571021154343,0.3748217679802325,0.550278266790846,0.17545649881061354,1.0,0.6947368421052632,6,1000.0,170,60,25,25,True
TMS,0.32677762376680797,0.3247558335808206,0.4465358522700086,0.12178001868918797,0.3333333333333333,0.6204188481675392,30,1000.0,70,70,30,5,True
TMT,0.40149792507360466,0.34179904115736626,0.5509846603997476,0.20918561924238133,0.3,0.6446700507614214,50,1000.0,100,130,20,5,True
TN1,0.3351711690180881,0.4440817335120464,0.48163757471109253,0.03755584119904615,0.6,0.6131221719457014,15,1000.0,100,40,40,35,True
TNC,0.43032948237916685,0.5842533792597788,0.554871062776111,-0.029382316483667847,0.24390243902439024,0.6674008810572687,41,1000.0,290,270,60,35,True
TNH,0.4541804950406623,0.5624466561532266,0.540481725406534,-0.02196493074669259,0.4090909090909091,0.6920731707317073,22,1000.0,130,170,35,15,True
TNI,0.307193100794028,0.22585870377315645,0.4581879758656671,0.23232927209251067,0.5666666666666667,0.5970149253731343,60,1000.0,20,290,60,40,True
TNT,0.4419250871080139,0.3962203787291567,0.600201888590621,0.20398150986146424,0.23214285714285715,0.662020905923345,56,432.87612810830615,150,160,50,30,False
TPB,0.3751439703449446,0.2201274314885143,0.42670017206484717,0.20657274057633288,0.4666666666666667,0.6660550458715596,15,1000.0,200,20,50,40,True
TPC,0.28608823839395936,0.4041806373031422,0.4595907571811129,0.05541011987797073,0.5,0.621031746031746,0,1000.0,260,70,55,40,True
TRA,0.42330372182271064,0.46478205188361316,0.5949732251423998,0.13019117325878665,0.43333333333333335,0.6512605042016807,30,187.3817422860385,150,260,50,35,False
TRC,0.48631113392368464,0.37380331744625694,0.516615463675191,0.142812146228934,0.375,0.7268041237113402,16,1000.0,100,40,45,20,True
TSC,0.3730058756303272,0.6357219897200013,0.4951600379130273,-0.14056195180697395,0.37037037037037035,0.6395348837209303,27,1000.0,230,230,40,30,True
TTA,0.3704556614423498,0.5639137794924455,0.5301780466044383,-0.03373573288800713,0.8666666666666667,0.6268041237113402,15,1000.0,60,240,60,35,True
TTF,0.40424823672953014,0.29433176864469063,0.5408447727750476,0.24651300413035698,0.5,0.7097902097902098,0,1000.0,300,90,20,35,True
TV2,0.325680841031483,0.0471574122516453,0.5793273676760402,0.5321699554243949,0.0,0.6883561643835616,15,1000.0,110,170,40,5,True
TVB,0.47059714567225536,0.49294141217950815,0.5757756510658842,0.08283423888637609,0.42105263157894735,0.6939890710382514,57,1000.0,80,300,50,5,True
TVS,0.3939865158311801,0.5085936688262359,0.5408512036543983,0.032257534828162404,0.92,0.6421845574387948,25,1000.0,20,40,30,25,True
TVT,0.40028206991670234,0.35881401229521176,0.5244478810724146,0.16563386877720282,0.42857142857142855,0.6556016597510373,7,1000.0,50,60,15,30,True
TYA,0.489165342399229,0.6797105053421529,0.6268094425523449,-0.052901062789807995,0.5625,0.702048417132216,32,187.3817422860385,290,30,55,15,False
UIC,0.3693402662598257,0.3185173195531105,0.48313976110364854,0.164622441550538,0.2,0.641914191419142,50,1000.0,40,230,55,25,True
VAB,0.3280685135707871,0.5010817528250346,0.49481331607332457,-0.006268436751710071,0.46938775510204084,0.6032786885245902,49,1000.0,140,190,40,15,True
VBB,0.20186429956157045,0.6737050435236039,0.47863555822550613,-0.1950694852980978,0.9285714285714286,0.5463215258855586,28,1000.0,120,150,30,40,True
VCA,0.38020036600492496,0.4623105933441365,0.5274030889253559,0.06509249558121943,0.4722222222222222,0.6347826086956522,36,1000.0,150,240,55,40,True
VCB,0.358988046802956,0.3872927595149364,0.5440701918753784,0.156777432360442,0.6,0.6140625,25,1000.0,140,70,45,25,True
VCF,0.37208833559299964,0.5693214487729891,0.5391797449136054,-0.03014170385938364,0.20754716981132076,0.6255924170616114,53,1000.0,30,30,20,30,True
VCG,0.45129143970270447,0.2742477845772145,0.4728665773988375,0.19861879282162298,0.9,0.7122040072859745,10,1000.0,290,190,55,30,True
VCI,0.5263920953774442,0.49152962320922955,0.5992104364634129,0.10768081325418333,0.72,0.7326732673267327,25,1000.0,170,40,35,5,True
VDP,0.3857776813884859,0.3257994446894307,0.5627771162163292,0.23697767152689853,0.3409090909090909,0.6289592760180995,44,1000.0,60,60,15,35,True
VDS,0.5040443597670221,0.3858435078083791,0.5923483320926001,0.20650482428422096,0.36666666666666664,0.7163375224416517,60,1000.0,170,40,40,35,True
VFG,0.3280689074041561,0.26705637245454483,0.49581479187487615,0.22875841942033132,0.44,0.6018691588785047,25,1000.0,100,200,30,10,True
VGC,0.43472016969196586,0.3454258570756003,0.5627594189389094,0.21733356186330904,0.49019607843137253,0.6684303350970018,51,1000.0,90,300,50,20,True
VHC,0.5004644000186157,0.32069884431178314,0.5482568244576744,0.2275579801458913,0.26666666666666666,0.728051391862955,45,1000.0,30,110,60,30,True
VHM,0.44891200516565893,0.4174347855555908,0.560286769670904,0.14285198411531314,0.40350877192982454,0.6810810810810811,57,1000.0,90,230,40,40,True
VIB,0.492799977552234,0.4773234966331805,0.6638720898017022,0.18654859316852168,0.43902439024390244,0.7047451669595782,41,187.3817422860385,60,230,40,35,False
VIC,0.33456530922022065,0.37533171818888306,0.5204713853750446,0.1451396671861615,0.4634146341463415,0.5990639625585024,41,1000.0,90,240,25,40,True
VID,0.42340597065893726,0.542795839652768,0.5970818627763078,0.054286023123539806,0.40625,0.6503496503496503,32,1000.0,30,110,50,40,True
VIP,0.3483773888044634,0.30253147177313916,0.45634533522289933,0.15381386344976017,0.12280701754385964,0.6321483771251932,57,1000.0,20,90,35,25,True
VIX,0.5365514497658719,0.3404698274622334,0.5893524666102202,0.2488826391479868,0.2830188679245283,0.7444253859348199,53,1000.0,170,190,45,35,True
VJC,0.2457015833642567,0.030551227636210196,0.5244227081199045,0.49387148048369434,0.19607843137254902,0.6118881118881119,51,1000.0,110,130,40,30,True
VMD,0.33549379613694275,0.30991666769801385,0.5003899977293951,0.19047333003138123,0.34782608695652173,0.607565011820331,23,1000.0,130,20,55,20,True
VN100,0.5251540806948857,0.3922589201781638,0.5661673701673702,0.1739084499892064,0.5,0.7446457990115322,14,1000.0,120,120,60,20,True
VN30,0.5387574465820416,0.37710884189794225,0.6117443037443038,0.23463546184636153,0.5217391304347826,0.7445255474452555,46,187.3817422860385,90,20,45,35,False
VND,0.5004100529100529,0.5612623923898541,0.6003383596744287,0.03907596728457463,0.7142857142857143,0.7107583774250441,14,1000.0,200,70,35,30,True
VNG,0.4014626032183122,0.5835368027908042,0.5263077819311308,-0.05722902085967341,0.5151515151515151,0.6528662420382165,33,1000.0,250,100,55,30,True
VNINDEX,0.5394766071073788,0.5347643440014981,0.5983746223746225,0.06361027837312438,0.6875,0.7460869565217392,16,1000.0,80,180,35,20,True
VNL,0.36905867389560143,0.3016074206906845,0.5399255070278848,0.23831808633720025,0.5405405405405406,0.6238805970149254,37,1000.0,30,200,60,15,True
VNM,0.3587310685366707,0.4660942075839688,0.5168851316485197,0.05079092406455088,0.7560975609756098,0.6231343283582089,41,1000.0,110,300,35,15,True
VNMID,0.5355751751560827,0.4633584603425126,0.5938174858174858,0.13045902547497323,0.75,0.7438423645320197,12,1000.0,120,200,25,20,True
VNS,0.27952402079546435,0.48182846448864847,0.4580197255312717,-0.023808738957376785,0.13333333333333333,0.5745192307692307,15,1000.0,100,260,40,5,True
VNSML,0.5698784913385704,0.5571274191099869,0.5426417186417186,-0.014485700468268248,0.4482758620689655,0.789838337182448,29,1000.0,210,20,50,35,True
VOS,0.4024856651795145,0.38967005265764265,0.5114494028011848,0.12177935014354213,0.42857142857142855,0.6586715867158671,35,1000.0,160,140,60,25,True
VPB,0.4885189156964866,0.34224615899852967,0.5511528669304593,0.2089067079319296,0.5428571428571428,0.7171314741035857,35,1000.0,260,50,60,5,True
VPD,0.43425094252402513,0.5562273861817744,0.5674375456592168,0.011210159477442416,0.18518518518518517,0.669150521609538,54,1000.0,190,60,25,15,True
VPG,0.6254485649763933,0.3254798807843481,0.5136214124409835,0.18814153165663539,0.1111111111111111,0.84375,9,1000.0,290,280,30,10,True
